x,y,Elevation
519272.802971435,1507132.90403418,249.82149
519282.802971435,1507132.90403418,239.80237
519292.802971435,1507132.90403418,215.79007
519302.802971435,1507132.90403418,207.28293
519312.802971435,1507132.90403418,207.28293
518602.802971435,1507122.90403418,179.60226
518612.802971435,1507122.90403418,179.60226
518622.802971435,1507122.90403418,179.60225
518632.802971435,1507122.90403418,179.60225
518642.802971435,1507122.90403418,179.60217
518652.802971435,1507122.90403418,179.60147
518662.802971435,1507122.90403418,178.21979
518672.802971435,1507122.90403418,178.04639
518682.802971435,1507122.90403418,176.2133
518692.802971435,1507122.90403418,173.82785
518702.802971435,1507122.90403418,171.5879
518712.802971435,1507122.90403418,169.95035
518722.802971435,1507122.90403418,169.08156
518732.802971435,1507122.90403418,168.79356
518742.802971435,1507122.90403418,168.79262
518752.802971435,1507122.90403418,168.77063
518762.802971435,1507122.90403418,168.75664
518772.802971435,1507122.90403418,168.7067
518782.802971435,1507122.90403418,168.74425
518792.802971435,1507122.90403418,168.9518
518802.802971435,1507122.90403418,168.71677
518812.802971435,1507122.90403418,168.15381
518822.802971435,1507122.90403418,168.15381
518832.802971435,1507122.90403418,168.15381
518842.802971435,1507122.90403418,168.15381
518852.802971435,1507122.90403418,168.15381
518862.802971435,1507122.90403418,168.15381
518872.802971435,1507122.90403418,168.15381
518882.802971435,1507122.90403418,168.15381
518892.802971435,1507122.90403418,168.15381
518902.802971435,1507122.90403418,168.15381
518912.802971435,1507122.90403418,168.15381
518922.802971435,1507122.90403418,168.15381
518932.802971435,1507122.90403418,168.15381
518942.802971435,1507122.90403418,168.15381
518952.802971435,1507122.90403418,168.15381
518962.802971435,1507122.90403418,168.15381
518972.802971435,1507122.90403418,168.15381
518982.802971435,1507122.90403418,168.15381
518992.802971435,1507122.90403418,168.15381
519002.802971435,1507122.90403418,168.15381
519012.802971435,1507122.90403418,168.15381
519022.802971435,1507122.90403418,168.15381
519032.802971435,1507122.90403418,168.15381
519042.802971435,1507122.90403418,168.15381
519052.802971435,1507122.90403418,168.15381
519062.802971435,1507122.90403418,168.15381
519072.802971435,1507122.90403418,168.15381
519082.802971435,1507122.90403418,168.15381
519092.802971435,1507122.90403418,168.15381
519102.802971435,1507122.90403418,168.15381
519112.802971435,1507122.90403418,168.15381
519122.802971435,1507122.90403418,168.15381
519132.802971435,1507122.90403418,170.24706
519142.802971435,1507122.90403418,177.16365
519152.802971435,1507122.90403418,181.8069
519162.802971435,1507122.90403418,185.04372
519172.802971435,1507122.90403418,188.88371
519182.802971435,1507122.90403418,194.86478
519192.802971435,1507122.90403418,202.77449
519202.802971435,1507122.90403418,206.62128
519212.802971435,1507122.90403418,215.8965
519222.802971435,1507122.90403418,227.35757
519232.802971435,1507122.90403418,236.95842
519242.802971435,1507122.90403418,247.12
519252.802971435,1507122.90403418,254.79857
519262.802971435,1507122.90403418,252.06488
519272.802971435,1507122.90403418,250.72821
519282.802971435,1507122.90403418,242.13544
519292.802971435,1507122.90403418,221.37466
519302.802971435,1507122.90403418,211.14964
519312.802971435,1507122.90403418,207.28293
519322.802971435,1507122.90403418,207.28293
518582.802971435,1507112.90403418,179.60277
518592.802971435,1507112.90403418,179.60226
518602.802971435,1507112.90403418,179.60226
518612.802971435,1507112.90403418,179.60226
518622.802971435,1507112.90403418,179.60226
518632.802971435,1507112.90403418,179.60225
518642.802971435,1507112.90403418,179.60222
518652.802971435,1507112.90403418,179.596
518662.802971435,1507112.90403418,176.89981
518672.802971435,1507112.90403418,176.5969
518682.802971435,1507112.90403418,173.81247
518692.802971435,1507112.90403418,170.81071
518702.802971435,1507112.90403418,168.4562
518712.802971435,1507112.90403418,168.15381
518722.802971435,1507112.90403418,168.15381
518732.802971435,1507112.90403418,168.15381
518742.802971435,1507112.90403418,168.15381
518752.802971435,1507112.90403418,168.15381
518762.802971435,1507112.90403418,168.15381
518772.802971435,1507112.90403418,168.15381
518782.802971435,1507112.90403418,168.15381
518792.802971435,1507112.90403418,168.15381
518802.802971435,1507112.90403418,168.15381
518812.802971435,1507112.90403418,168.15381
518822.802971435,1507112.90403418,168.15381
518832.802971435,1507112.90403418,168.15381
518842.802971435,1507112.90403418,168.15381
518852.802971435,1507112.90403418,168.15381
518862.802971435,1507112.90403418,168.15381
518872.802971435,1507112.90403418,168.15381
518882.802971435,1507112.90403418,168.15381
518892.802971435,1507112.90403418,168.15381
518902.802971435,1507112.90403418,168.15381
518912.802971435,1507112.90403418,168.15381
518922.802971435,1507112.90403418,168.15381
518932.802971435,1507112.90403418,168.15381
518942.802971435,1507112.90403418,168.15381
518952.802971435,1507112.90403418,168.15381
518962.802971435,1507112.90403418,168.15381
518972.802971435,1507112.90403418,168.15381
518982.802971435,1507112.90403418,168.15381
518992.802971435,1507112.90403418,168.15381
519002.802971435,1507112.90403418,168.15381
519012.802971435,1507112.90403418,168.15381
519022.802971435,1507112.90403418,168.15381
519032.802971435,1507112.90403418,168.15381
519042.802971435,1507112.90403418,168.15381
519052.802971435,1507112.90403418,168.15381
519062.802971435,1507112.90403418,168.15381
519072.802971435,1507112.90403418,168.15381
519082.802971435,1507112.90403418,168.15381
519092.802971435,1507112.90403418,168.15381
519102.802971435,1507112.90403418,168.15381
519112.802971435,1507112.90403418,168.15381
519122.802971435,1507112.90403418,168.15381
519132.802971435,1507112.90403418,168.62965
519142.802971435,1507112.90403418,175.65636
519152.802971435,1507112.90403418,180.6999
519162.802971435,1507112.90403418,184.29672
519172.802971435,1507112.90403418,188.2594
519182.802971435,1507112.90403418,194.01044
519192.802971435,1507112.90403418,200.84448
519202.802971435,1507112.90403418,204.13948
519212.802971435,1507112.90403418,211.24547
519222.802971435,1507112.90403418,219.50697
519232.802971435,1507112.90403418,227.30225
519242.802971435,1507112.90403418,237.12163
519252.802971435,1507112.90403418,245.7345
519262.802971435,1507112.90403418,244.50906
519272.802971435,1507112.90403418,243.2127
519282.802971435,1507112.90403418,235.1538
519292.802971435,1507112.90403418,219.48465
519302.802971435,1507112.90403418,213.81287
519312.802971435,1507112.90403418,210.76875
519322.802971435,1507112.90403418,207.41342
518562.802971435,1507102.90403418,179.60939
518572.802971435,1507102.90403418,179.60312
518582.802971435,1507102.90403418,179.63666
518592.802971435,1507102.90403418,179.65361
518602.802971435,1507102.90403418,179.66547
518612.802971435,1507102.90403418,179.66743
518622.802971435,1507102.90403418,179.66602
518632.802971435,1507102.90403418,179.68509
518642.802971435,1507102.90403418,179.7319
518652.802971435,1507102.90403418,179.59283
518662.802971435,1507102.90403418,175.27843
518672.802971435,1507102.90403418,174.94542
518682.802971435,1507102.90403418,171.43765
518692.802971435,1507102.90403418,168.38737
518702.802971435,1507102.90403418,168.15381
518712.802971435,1507102.90403418,168.15381
518722.802971435,1507102.90403418,168.15381
518732.802971435,1507102.90403418,168.15381
518742.802971435,1507102.90403418,168.15381
518752.802971435,1507102.90403418,168.15381
518762.802971435,1507102.90403418,168.15381
518772.802971435,1507102.90403418,168.15381
518782.802971435,1507102.90403418,168.15381
518792.802971435,1507102.90403418,168.15381
518802.802971435,1507102.90403418,168.15381
518812.802971435,1507102.90403418,168.15381
518822.802971435,1507102.90403418,168.15381
518832.802971435,1507102.90403418,168.15381
518842.802971435,1507102.90403418,168.15381
518852.802971435,1507102.90403418,168.15381
518862.802971435,1507102.90403418,168.15381
518872.802971435,1507102.90403418,168.15381
518882.802971435,1507102.90403418,168.15381
518892.802971435,1507102.90403418,168.15381
518902.802971435,1507102.90403418,168.15381
518912.802971435,1507102.90403418,168.15381
518922.802971435,1507102.90403418,168.15381
518932.802971435,1507102.90403418,168.15381
518942.802971435,1507102.90403418,168.15381
518952.802971435,1507102.90403418,168.15381
518962.802971435,1507102.90403418,168.15381
518972.802971435,1507102.90403418,168.15381
518982.802971435,1507102.90403418,168.15381
518992.802971435,1507102.90403418,168.15381
519002.802971435,1507102.90403418,168.15381
519012.802971435,1507102.90403418,168.15381
519022.802971435,1507102.90403418,168.15381
519032.802971435,1507102.90403418,168.15381
519042.802971435,1507102.90403418,168.15381
519052.802971435,1507102.90403418,168.15381
519062.802971435,1507102.90403418,168.15381
519072.802971435,1507102.90403418,168.15381
519082.802971435,1507102.90403418,168.15381
519092.802971435,1507102.90403418,168.15381
519102.802971435,1507102.90403418,168.15381
519112.802971435,1507102.90403418,168.15381
519122.802971435,1507102.90403418,168.15381
519132.802971435,1507102.90403418,168.58737
519142.802971435,1507102.90403418,175.72226
519152.802971435,1507102.90403418,180.85027
519162.802971435,1507102.90403418,184.51393
519172.802971435,1507102.90403418,188.48987
519182.802971435,1507102.90403418,194.1802
519192.802971435,1507102.90403418,198.26562
519202.802971435,1507102.90403418,201.57416
519212.802971435,1507102.90403418,208.7462
519222.802971435,1507102.90403418,214.12932
519232.802971435,1507102.90403418,220.12007
519242.802971435,1507102.90403418,229.17511
519252.802971435,1507102.90403418,238.04657
519262.802971435,1507102.90403418,236.82047
519272.802971435,1507102.90403418,235.40697
519282.802971435,1507102.90403418,227.20941
519292.802971435,1507102.90403418,213.64337
519302.802971435,1507102.90403418,209.60506
519312.802971435,1507102.90403418,208.51163
519322.802971435,1507102.90403418,208.46533
519332.802971435,1507102.90403418,208.23178
518542.802971435,1507092.90403418,180.55116
518552.802971435,1507092.90403418,179.87872
518562.802971435,1507092.90403418,179.78888
518572.802971435,1507092.90403418,179.81061
518582.802971435,1507092.90403418,179.97365
518592.802971435,1507092.90403418,180.06146
518602.802971435,1507092.90403418,180.0649
518612.802971435,1507092.90403418,180.01355
518622.802971435,1507092.90403418,179.98827
518632.802971435,1507092.90403418,179.99983
518642.802971435,1507092.90403418,180.07661
518652.802971435,1507092.90403418,179.49379
518662.802971435,1507092.90403418,173.724
518672.802971435,1507092.90403418,173.36267
518682.802971435,1507092.90403418,169.6003
518692.802971435,1507092.90403418,168.15381
518702.802971435,1507092.90403418,168.15381
518712.802971435,1507092.90403418,168.15381
518722.802971435,1507092.90403418,168.15381
518732.802971435,1507092.90403418,168.15381
518742.802971435,1507092.90403418,168.15381
518752.802971435,1507092.90403418,168.15381
518762.802971435,1507092.90403418,168.15381
518772.802971435,1507092.90403418,168.15381
518782.802971435,1507092.90403418,168.15381
518792.802971435,1507092.90403418,168.15381
518802.802971435,1507092.90403418,168.15381
518812.802971435,1507092.90403418,168.15381
518822.802971435,1507092.90403418,168.15381
518832.802971435,1507092.90403418,168.15381
518842.802971435,1507092.90403418,168.15381
518852.802971435,1507092.90403418,168.15381
518862.802971435,1507092.90403418,168.15381
518872.802971435,1507092.90403418,168.15381
518882.802971435,1507092.90403418,168.15381
518892.802971435,1507092.90403418,168.15381
518902.802971435,1507092.90403418,168.15381
518912.802971435,1507092.90403418,168.15381
518922.802971435,1507092.90403418,168.15381
518932.802971435,1507092.90403418,168.15381
518942.802971435,1507092.90403418,168.15381
518952.802971435,1507092.90403418,168.15381
518962.802971435,1507092.90403418,168.15381
518972.802971435,1507092.90403418,168.15381
518982.802971435,1507092.90403418,168.15381
518992.802971435,1507092.90403418,168.15381
519002.802971435,1507092.90403418,168.15381
519012.802971435,1507092.90403418,168.15381
519022.802971435,1507092.90403418,168.15381
519032.802971435,1507092.90403418,168.15381
519042.802971435,1507092.90403418,168.15381
519052.802971435,1507092.90403418,168.15381
519062.802971435,1507092.90403418,168.15381
519072.802971435,1507092.90403418,168.15381
519082.802971435,1507092.90403418,168.15381
519092.802971435,1507092.90403418,168.15381
519102.802971435,1507092.90403418,168.15381
519112.802971435,1507092.90403418,168.15381
519122.802971435,1507092.90403418,168.15381
519132.802971435,1507092.90403418,168.88243
519142.802971435,1507092.90403418,176.59508
519152.802971435,1507092.90403418,182.53572
519162.802971435,1507092.90403418,186.8258
519172.802971435,1507092.90403418,190.89342
519182.802971435,1507092.90403418,195.97018
519192.802971435,1507092.90403418,198.71729
519202.802971435,1507092.90403418,201.8927
519212.802971435,1507092.90403418,208.19089
519222.802971435,1507092.90403418,211.6495
519232.802971435,1507092.90403418,216.39563
519242.802971435,1507092.90403418,224.73512
519252.802971435,1507092.90403418,233.43042
519262.802971435,1507092.90403418,231.28142
519272.802971435,1507092.90403418,229.69342
519282.802971435,1507092.90403418,221.02374
519292.802971435,1507092.90403418,208.30673
519302.802971435,1507092.90403418,205.09889
519312.802971435,1507092.90403418,204.60092
519322.802971435,1507092.90403418,204.58087
519332.802971435,1507092.90403418,205.11844
518522.802971435,1507082.90403418,185.75815
518532.802971435,1507082.90403418,182.85931
518542.802971435,1507082.90403418,181.12505
518552.802971435,1507082.90403418,180.51588
518562.802971435,1507082.90403418,180.42972
518572.802971435,1507082.90403418,180.5572
518582.802971435,1507082.90403418,181.0209
518592.802971435,1507082.90403418,181.20782
518602.802971435,1507082.90403418,180.99507
518612.802971435,1507082.90403418,180.65929
518622.802971435,1507082.90403418,180.20651
518632.802971435,1507082.90403418,179.84311
518642.802971435,1507082.90403418,179.51204
518652.802971435,1507082.90403418,178.42639
518662.802971435,1507082.90403418,172.2314
518672.802971435,1507082.90403418,171.88838
518682.802971435,1507082.90403418,168.38176
518692.802971435,1507082.90403418,168.15381
518702.802971435,1507082.90403418,168.15381
518712.802971435,1507082.90403418,168.15381
518722.802971435,1507082.90403418,168.15381
518732.802971435,1507082.90403418,168.15381
518742.802971435,1507082.90403418,168.15381
518752.802971435,1507082.90403418,168.15381
518762.802971435,1507082.90403418,168.15381
518772.802971435,1507082.90403418,168.15381
518782.802971435,1507082.90403418,168.15381
518792.802971435,1507082.90403418,168.15381
518802.802971435,1507082.90403418,168.15381
518812.802971435,1507082.90403418,168.15381
518822.802971435,1507082.90403418,168.15381
518832.802971435,1507082.90403418,168.15381
518842.802971435,1507082.90403418,168.15381
518852.802971435,1507082.90403418,168.15381
518862.802971435,1507082.90403418,168.15381
518872.802971435,1507082.90403418,168.15381
518882.802971435,1507082.90403418,168.15381
518892.802971435,1507082.90403418,168.15381
518902.802971435,1507082.90403418,168.15381
518912.802971435,1507082.90403418,168.15381
518922.802971435,1507082.90403418,168.15381
518932.802971435,1507082.90403418,168.15381
518942.802971435,1507082.90403418,168.15381
518952.802971435,1507082.90403418,168.15381
518962.802971435,1507082.90403418,168.15381
518972.802971435,1507082.90403418,168.15381
518982.802971435,1507082.90403418,168.15381
518992.802971435,1507082.90403418,168.15381
519002.802971435,1507082.90403418,168.15381
519012.802971435,1507082.90403418,168.15381
519022.802971435,1507082.90403418,168.15381
519032.802971435,1507082.90403418,168.15381
519042.802971435,1507082.90403418,168.15381
519052.802971435,1507082.90403418,168.15381
519062.802971435,1507082.90403418,168.15381
519072.802971435,1507082.90403418,168.15381
519082.802971435,1507082.90403418,168.15381
519092.802971435,1507082.90403418,168.15381
519102.802971435,1507082.90403418,168.15381
519112.802971435,1507082.90403418,168.15381
519122.802971435,1507082.90403418,168.15381
519132.802971435,1507082.90403418,171.06511
519142.802971435,1507082.90403418,180.2275
519152.802971435,1507082.90403418,187.5752
519162.802971435,1507082.90403418,192.60423
519172.802971435,1507082.90403418,196.34746
519182.802971435,1507082.90403418,200.09216
519192.802971435,1507082.90403418,201.99586
519202.802971435,1507082.90403418,204.11635
519212.802971435,1507082.90403418,208.33661
519222.802971435,1507082.90403418,210.95581
519232.802971435,1507082.90403418,215.18097
519242.802971435,1507082.90403418,223.18416
519252.802971435,1507082.90403418,231.72556
519262.802971435,1507082.90403418,228.77611
519272.802971435,1507082.90403418,227.05319
519282.802971435,1507082.90403418,217.88686
519292.802971435,1507082.90403418,205.2902
519302.802971435,1507082.90403418,202.39795
519312.802971435,1507082.90403418,202.05536
519322.802971435,1507082.90403418,202.04044
519332.802971435,1507082.90403418,202.49942
519342.802971435,1507082.90403418,203.95378
518492.802971435,1507072.90403418,181.0832
518502.802971435,1507072.90403418,186.01562
518512.802971435,1507072.90403418,186.73547
518522.802971435,1507072.90403418,186.10803
518532.802971435,1507072.90403418,184.06439
518542.802971435,1507072.90403418,182.64221
518552.802971435,1507072.90403418,182.14293
518562.802971435,1507072.90403418,182.09422
518572.802971435,1507072.90403418,182.34523
518582.802971435,1507072.90403418,183.02771
518592.802971435,1507072.90403418,183.0014
518602.802971435,1507072.90403418,182.14316
518612.802971435,1507072.90403418,180.57266
518622.802971435,1507072.90403418,179.05338
518632.802971435,1507072.90403418,178.30983
518642.802971435,1507072.90403418,177.81529
518652.802971435,1507072.90403418,176.6807
518662.802971435,1507072.90403418,171.02559
518672.802971435,1507072.90403418,170.70839
518682.802971435,1507072.90403418,168.15381
518692.802971435,1507072.90403418,168.15381
518702.802971435,1507072.90403418,168.15381
518712.802971435,1507072.90403418,168.15381
518722.802971435,1507072.90403418,168.15381
518732.802971435,1507072.90403418,168.15381
518742.802971435,1507072.90403418,168.15381
518752.802971435,1507072.90403418,168.15381
518762.802971435,1507072.90403418,168.15381
518772.802971435,1507072.90403418,168.15381
518782.802971435,1507072.90403418,168.15381
518792.802971435,1507072.90403418,168.15381
518802.802971435,1507072.90403418,168.15381
518812.802971435,1507072.90403418,168.15381
518822.802971435,1507072.90403418,168.15381
518832.802971435,1507072.90403418,168.15381
518842.802971435,1507072.90403418,168.15381
518852.802971435,1507072.90403418,168.15381
518862.802971435,1507072.90403418,168.15381
518872.802971435,1507072.90403418,168.15381
518882.802971435,1507072.90403418,168.15381
518892.802971435,1507072.90403418,168.15381
518902.802971435,1507072.90403418,168.15381
518912.802971435,1507072.90403418,168.15381
518922.802971435,1507072.90403418,168.15381
518932.802971435,1507072.90403418,168.15381
518942.802971435,1507072.90403418,168.15381
518952.802971435,1507072.90403418,168.15381
518962.802971435,1507072.90403418,168.15381
518972.802971435,1507072.90403418,168.15381
518982.802971435,1507072.90403418,168.15381
518992.802971435,1507072.90403418,168.15381
519002.802971435,1507072.90403418,168.15381
519012.802971435,1507072.90403418,168.15381
519022.802971435,1507072.90403418,168.15381
519032.802971435,1507072.90403418,168.15381
519042.802971435,1507072.90403418,168.15381
519052.802971435,1507072.90403418,168.15381
519062.802971435,1507072.90403418,168.15381
519072.802971435,1507072.90403418,168.15381
519082.802971435,1507072.90403418,168.15381
519092.802971435,1507072.90403418,168.15381
519102.802971435,1507072.90403418,168.15381
519112.802971435,1507072.90403418,168.15381
519122.802971435,1507072.90403418,168.15381
519132.802971435,1507072.90403418,175.26027
519142.802971435,1507072.90403418,186.85033
519152.802971435,1507072.90403418,196.17891
519162.802971435,1507072.90403418,201.79544
519172.802971435,1507072.90403418,204.37296
519182.802971435,1507072.90403418,205.75575
519192.802971435,1507072.90403418,206.35797
519202.802971435,1507072.90403418,207.19453
519212.802971435,1507072.90403418,209.0099
519222.802971435,1507072.90403418,210.9967
519232.802971435,1507072.90403418,215.21269
519242.802971435,1507072.90403418,223.22922
519252.802971435,1507072.90403418,231.78731
519262.802971435,1507072.90403418,228.64636
519272.802971435,1507072.90403418,226.87502
519282.802971435,1507072.90403418,217.31078
519292.802971435,1507072.90403418,204.34782
519302.802971435,1507072.90403418,201.49066
519312.802971435,1507072.90403418,201.07014
519322.802971435,1507072.90403418,201.04674
519332.802971435,1507072.90403418,201.23174
519342.802971435,1507072.90403418,202.07005
518472.802971435,1507062.90403418,175.43596
518482.802971435,1507062.90403418,177.42413
518492.802971435,1507062.90403418,181.22775
518502.802971435,1507062.90403418,184.71341
518512.802971435,1507062.90403418,185.6535
518522.802971435,1507062.90403418,187.01543
518532.802971435,1507062.90403418,185.6459
518542.802971435,1507062.90403418,184.51399
518552.802971435,1507062.90403418,184.1282
518562.802971435,1507062.90403418,184.10938
518572.802971435,1507062.90403418,184.40938
518582.802971435,1507062.90403418,184.92638
518592.802971435,1507062.90403418,184.33478
518602.802971435,1507062.90403418,182.00061
518612.802971435,1507062.90403418,179.19226
518622.802971435,1507062.90403418,177.13652
518632.802971435,1507062.90403418,176.12846
518642.802971435,1507062.90403418,175.61302
518652.802971435,1507062.90403418,174.7065
518662.802971435,1507062.90403418,170.02829
518672.802971435,1507062.90403418,169.88736
518682.802971435,1507062.90403418,168.15381
518692.802971435,1507062.90403418,168.15381
518702.802971435,1507062.90403418,168.15381
518712.802971435,1507062.90403418,168.15381
518722.802971435,1507062.90403418,168.15381
518732.802971435,1507062.90403418,168.15381
518742.802971435,1507062.90403418,168.15381
518752.802971435,1507062.90403418,168.15381
518762.802971435,1507062.90403418,168.15381
518772.802971435,1507062.90403418,168.15381
518782.802971435,1507062.90403418,168.15381
518792.802971435,1507062.90403418,168.15381
518802.802971435,1507062.90403418,168.15381
518812.802971435,1507062.90403418,168.15381
518822.802971435,1507062.90403418,168.15381
518832.802971435,1507062.90403418,168.15381
518842.802971435,1507062.90403418,168.15381
518852.802971435,1507062.90403418,168.15381
518862.802971435,1507062.90403418,168.15381
518872.802971435,1507062.90403418,168.15381
518882.802971435,1507062.90403418,168.15381
518892.802971435,1507062.90403418,168.15381
518902.802971435,1507062.90403418,168.15381
518912.802971435,1507062.90403418,168.15381
518922.802971435,1507062.90403418,168.15381
518932.802971435,1507062.90403418,168.15381
518942.802971435,1507062.90403418,168.15381
518952.802971435,1507062.90403418,168.15381
518962.802971435,1507062.90403418,168.15381
518972.802971435,1507062.90403418,168.15381
518982.802971435,1507062.90403418,168.15381
518992.802971435,1507062.90403418,168.15381
519002.802971435,1507062.90403418,168.15381
519012.802971435,1507062.90403418,168.15381
519022.802971435,1507062.90403418,168.15381
519032.802971435,1507062.90403418,168.15381
519042.802971435,1507062.90403418,168.15381
519052.802971435,1507062.90403418,168.15381
519062.802971435,1507062.90403418,168.15381
519072.802971435,1507062.90403418,168.15381
519082.802971435,1507062.90403418,168.15381
519092.802971435,1507062.90403418,168.15381
519102.802971435,1507062.90403418,168.15381
519112.802971435,1507062.90403418,168.15381
519122.802971435,1507062.90403418,168.15381
519132.802971435,1507062.90403418,181.06573
519142.802971435,1507062.90403418,196.27565
519152.802971435,1507062.90403418,208.53938
519162.802971435,1507062.90403418,214.93918
519172.802971435,1507062.90403418,213.75906
519182.802971435,1507062.90403418,212.58012
519192.802971435,1507062.90403418,211.8639
519202.802971435,1507062.90403418,211.09433
519212.802971435,1507062.90403418,211.25737
519222.802971435,1507062.90403418,212.54485
519232.802971435,1507062.90403418,217.07324
519242.802971435,1507062.90403418,225.4943
519252.802971435,1507062.90403418,234.31508
519262.802971435,1507062.90403418,230.73508
519272.802971435,1507062.90403418,228.81625
519282.802971435,1507062.90403418,218.8426
519292.802971435,1507062.90403418,204.8258
