519002.802971435,1507162.90403418
519012.802971435,1507162.90403418
519022.802971435,1507162.90403418
519032.802971435,1507162.90403418
519042.802971435,1507162.90403418
519052.802971435,1507162.90403418
518922.802971435,1507152.90403418
518932.802971435,1507152.90403418
518942.802971435,1507152.90403418
518952.802971435,1507152.90403418
518962.802971435,1507152.90403418
518972.802971435,1507152.90403418
518982.802971435,1507152.90403418
518992.802971435,1507152.90403418
519002.802971435,1507152.90403418
519012.802971435,1507152.90403418
519022.802971435,1507152.90403418
519032.802971435,1507152.90403418
519042.802971435,1507152.90403418
519052.802971435,1507152.90403418
519062.802971435,1507152.90403418
519072.802971435,1507152.90403418
519082.802971435,1507152.90403418
519092.802971435,1507152.90403418
519102.802971435,1507152.90403418
519112.802971435,1507152.90403418
519122.802971435,1507152.90403418
519132.802971435,1507152.90403418
519142.802971435,1507152.90403418
519152.802971435,1507152.90403418
519162.802971435,1507152.90403418
519172.802971435,1507152.90403418
519182.802971435,1507152.90403418
519192.802971435,1507152.90403418
519202.802971435,1507152.90403418
519212.802971435,1507152.90403418
519222.802971435,1507152.90403418
519232.802971435,1507152.90403418
519242.802971435,1507152.90403418
518852.802971435,1507142.90403418
518862.802971435,1507142.90403418
518872.802971435,1507142.90403418
518882.802971435,1507142.90403418
518892.802971435,1507142.90403418
518902.802971435,1507142.90403418
518912.802971435,1507142.90403418
518922.802971435,1507142.90403418
518932.802971435,1507142.90403418
518942.802971435,1507142.90403418
518952.802971435,1507142.90403418
518962.802971435,1507142.90403418
518972.802971435,1507142.90403418
518982.802971435,1507142.90403418
518992.802971435,1507142.90403418
519002.802971435,1507142.90403418
519012.802971435,1507142.90403418
519022.802971435,1507142.90403418
519032.802971435,1507142.90403418
519042.802971435,1507142.90403418
519052.802971435,1507142.90403418
519062.802971435,1507142.90403418
519072.802971435,1507142.90403418
519082.802971435,1507142.90403418
519092.802971435,1507142.90403418
519102.802971435,1507142.90403418
519112.802971435,1507142.90403418
519122.802971435,1507142.90403418
519132.802971435,1507142.90403418
519142.802971435,1507142.90403418
519152.802971435,1507142.90403418
519162.802971435,1507142.90403418
519172.802971435,1507142.90403418
519182.802971435,1507142.90403418
519192.802971435,1507142.90403418
519202.802971435,1507142.90403418
519212.802971435,1507142.90403418
519222.802971435,1507142.90403418
519232.802971435,1507142.90403418
519242.802971435,1507142.90403418
519252.802971435,1507142.90403418
519262.802971435,1507142.90403418
519272.802971435,1507142.90403418
519282.802971435,1507142.90403418
519292.802971435,1507142.90403418
519302.802971435,1507142.90403418
519312.802971435,1507142.90403418
518782.802971435,1507132.90403418
518792.802971435,1507132.90403418
518802.802971435,1507132.90403418
518812.802971435,1507132.90403418
518822.802971435,1507132.90403418
518832.802971435,1507132.90403418
518842.802971435,1507132.90403418
518852.802971435,1507132.90403418
518862.802971435,1507132.90403418
518872.802971435,1507132.90403418
518882.802971435,1507132.90403418
518892.802971435,1507132.90403418
518902.802971435,1507132.90403418
518912.802971435,1507132.90403418
518922.802971435,1507132.90403418
518932.802971435,1507132.90403418
518942.802971435,1507132.90403418
518952.802971435,1507132.90403418
518962.802971435,1507132.90403418
518972.802971435,1507132.90403418
518982.802971435,1507132.90403418
518992.802971435,1507132.90403418
519002.802971435,1507132.90403418
519012.802971435,1507132.90403418
519022.802971435,1507132.90403418
519032.802971435,1507132.90403418
519042.802971435,1507132.90403418
519052.802971435,1507132.90403418
519062.802971435,1507132.90403418
519072.802971435,1507132.90403418
519082.802971435,1507132.90403418
519092.802971435,1507132.90403418
519102.802971435,1507132.90403418
519112.802971435,1507132.90403418
519122.802971435,1507132.90403418
519132.802971435,1507132.90403418
519142.802971435,1507132.90403418
519152.802971435,1507132.90403418
519162.802971435,1507132.90403418
519172.802971435,1507132.90403418
519182.802971435,1507132.90403418
519192.802971435,1507132.90403418
519202.802971435,1507132.90403418
519212.802971435,1507132.90403418
519222.802971435,1507132.90403418
519232.802971435,1507132.90403418
519242.802971435,1507132.90403418
519252.802971435,1507132.90403418
519262.802971435,1507132.90403418
519272.802971435,1507132.90403418
519282.802971435,1507132.90403418
519292.802971435,1507132.90403418
519302.802971435,1507132.90403418
519312.802971435,1507132.90403418
518602.802971435,1507122.90403418
518612.802971435,1507122.90403418
518622.802971435,1507122.90403418
518632.802971435,1507122.90403418
518642.802971435,1507122.90403418
518652.802971435,1507122.90403418
518662.802971435,1507122.90403418
518672.802971435,1507122.90403418
518682.802971435,1507122.90403418
518692.802971435,1507122.90403418
518702.802971435,1507122.90403418
518712.802971435,1507122.90403418
518722.802971435,1507122.90403418
518732.802971435,1507122.90403418
518742.802971435,1507122.90403418
518752.802971435,1507122.90403418
518762.802971435,1507122.90403418
518772.802971435,1507122.90403418
518782.802971435,1507122.90403418
518792.802971435,1507122.90403418
518802.802971435,1507122.90403418
518812.802971435,1507122.90403418
518822.802971435,1507122.90403418
518832.802971435,1507122.90403418
518842.802971435,1507122.90403418
518852.802971435,1507122.90403418
518862.802971435,1507122.90403418
518872.802971435,1507122.90403418
518882.802971435,1507122.90403418
518892.802971435,1507122.90403418
518902.802971435,1507122.90403418
518912.802971435,1507122.90403418
